"ntee","description","definition","BroadCategory","MajorGroup","two.digit","type.org","two.digit.s","tens","ones","hosp","univ"
"Y23","Mutual Insurance Companies & Associations","Organizations that offer insurance in which members are both insurers and insured. The business is conducted for the benefit of policy holders. This code is used primarily for organizations exempt from federal taxes under 501(c)(15) of the Internal Revenue Code.",9,"Y","23","regular","23","2","3",FALSE,FALSE
"Y24","Supplemental Unemployment Compensation","Organizations established at the behest of labor unions that supplement unemployment compensation payments from states for employees who are involuntarily laid off. This code is used primarily for organizations exempt from federal taxes under 501(c)(17) of the Internal Revenue Code.",9,"Y","24","regular","24","2","4",FALSE,FALSE
"Y25","State-Sponsored Workers Compensation Reinsurance Organizations","State-sponsored organizations established exclusively to reimburse its members for losses under workers compensation acts. This code is used primarily for organizations exempt from federal taxes under 501(c)(27) of the Internal Revenue code.",9,"Y","25","regular","25","2","5",FALSE,FALSE
"Y30","Pension & Retirement Funds","Organizations that manage retirement funds established primarily for the benefit of employees of tax-exempt or governmental organizations. This code is used primarily for organizations exempt from federal taxes under 501(c)(25) of the Internal Revenue Code.",9,"Y","30","regular","30","3","0",FALSE,FALSE
"Y33","Teachers Retirement Fund Associations","Organizations that provide retirement and disability benefits for teachers and other school employees, or supporting services employees. This code is used primarily for organizations exempt from federal taxes under 501(c)(11) of the Internal Revenue Code.",9,"Y","33","regular","33","3","3",FALSE,FALSE
"Y34","Employee Funded Pension Trusts","Organizations that maintain pension trusts funded by employees. This code is used primarily for organizations exempt from federal taxes under 501(c)(18) of the Internal Revenue Code.",9,"Y","34","regular","34","3","4",FALSE,FALSE
"Y35","Multi-Employer Pension Plans","Organizations that maintain insurance plans established under the Employee Retirement Income Security Act of 1974 (ERISA) and meeting a number of legal requirements. This code is used primarily for organizations exempt from federal taxes under 501(c)(22) of the Internal 279 Revenue Code.",9,"Y","35","regular","35","3","5",FALSE,FALSE
"Y40","Fraternal Societies","Organizations that provide services for the mutual aid and benefit of their members; that ordinarily have a lodge system whereby activities are carried out under a form of organization that comprises local branches, chartered by a parent organization and largely self-governing, and that make provision for the payment of death benefits, and for benefits in case of accident, sickness, or old age. Y40 should be used only if one of the more specific codes in the Y40 series cannot be determined.",9,"Y","40","regular","40","4","0",FALSE,FALSE
"Y41","Fraternal Beneficiary Societies","Organizations that provide services for the mutual aid and benefit of their members; that ordinarily have a lodge system whereby activities are carried out under a form of organization that comprises local branches, chartered by a parent organization and largely self-governing, and that make provision for the payment of death benefits, and for benefits in case of accident, sickness, or old age. This code is used exclusively for organizations exempt from federal taxes under 501(c)(8) of the Internal Revenue Code.",9,"Y","41","regular","41","4","1",FALSE,FALSE
"Y42","Domestic Fraternal Societies","Organizations, fraternal societies, or associations operating under the lodge system that do not provide life, health, accident, or other benefits to their members but rather devote their earnings to fraternal, religious, charitable, or other services. This code is used exclusively for organizations exempt from federal taxes under 501(c)(10) of the Internal Revenue Code.",9,"Y","42","regular","42","4","2",FALSE,FALSE
